Sub Status,city,state,american express/premium      ,american express/regular      ,discover/premium              ,discover/regular              ,other card/premium            ,other card/regular            ,store or retail/regular       ,visa/regular                  ,mastercard/regular            ,person 1: technology adoption ,person 1: health well being   ,act/int: wine lovers          ,act/int: do-it-yourselfers    ,act/int:home improve spenders ,act/int: hunting enthusiasts  ,buyer: laptop owners          ,buyer: security sys owners    ,buyer: coupon users           ,buyer: warehouse club members ,lifestyle: life ins policy    ,lifestyle: medical policy     ,lifestyle: medicare policy    ,act/int:video gamer           ,act/int:eats family restaurant,act/int:eats fast food        ,act/int: cat owners           ,act/int: dog owners           ,style: high freq domestic vac ,style: high freq foreign vac  
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FLUSHING,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,MASPETH,NY,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BRIARWOOD,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MERRICK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,AMITYVILLE,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,FARMINGDALE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,JERICHO,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WADING RIVER,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,PLAINVIEW,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CLIFTON PARK,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,ELLENVILLE,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,SARATOGA SPRINGS,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,SYRACUSE,NY,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ALEXANDRIA BAY,NY,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,
Active,NORTH NORWICH,NY,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,
Active,BUFFALO,NY,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ROCHESTER,NY,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ITHACA,NY,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,CHESWICK,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PITTSBURGH,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,CHALK HILL,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,CLARION,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,STATE COLLEGE,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SHIPPNNSBURG,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,YORK,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,LITITZ,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,LANCASTER,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,CLARKS GREEN,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MONTGOMERYVILLE,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,SELLERSVILLE,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BRISTOL,PA,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEWTOWN SQUARE,PA,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,
Active,RADNOR,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,PHILADELPHIA,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,GLEN MILLS,PA,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CHESTER SPRGS,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,DOVER,DE,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,WASHINGTON,DC,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WASHINGTON,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CHANTILLY,VA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,LEESBURG,VA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,RESTON,VA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,WALDORF,MD,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,CHURCHTON,MD,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,OXON HILL,MD,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,FARMINGTON,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FARMINGTON,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,ANDOVER,CT,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,SHELTON,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WATERBURY,CT,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW CANAAN,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WESTPORT,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,STAMFORD,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,STAMFORD,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FAIRFIELD,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,EDGEWATER,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MONTCLAIR,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PARSIPPANY,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,EAST RUTHERFORD,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,SPRINGFIELD,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,WOODBRIDGE,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,JERSEY CITY,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,JERSEY CITY,NJ,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,RIDGEWOOD,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HASBROUCK HEIGHTS,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,RED BANK,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MORGANVILLE,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,CHATHAM,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,GLADSTONE,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MARLTON,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,MERCHANTVILLE,NJ,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,PRINCETON,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,SEASINE HEIGHTS,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,EAST BRUNSWICK,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,KENDALL PARK,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NORTH BRUNSWICK,NJ,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FPO,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,STATEN ISLAND,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BRONX,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SCARSDALE,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BRONXVILLE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,NEW CITY,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,GARDEN CITY PARK,NY,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,LONG ISLAND CITY,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKNYN,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,JACKSON HEIGHTS,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MASPETH,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,UNIONDALE,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,ROSLYN,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,CENTERPORT,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,MELVILLE,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NORTH MASSAPEQUA,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WANTAGH,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,EAST HAMPTON,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,GLENMONT,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,FISHKILL,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,STERLING,NY,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SYRACUSE,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,CALCIUM,NY,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BINGHAMTON,NY,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BUFFALO,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ROCHESTER,NY,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,ITHACA,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,MONROEVILLE,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PITTSBURGH,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,JEANNETTE,PA,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,FRANKLIN,PA,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,
Active,HUMMELSTOWN,PA,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,
Active,YORK,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,YORK,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MANHEIM,PA,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,
Expired/Cancelled,EASTON,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,WILKES BARRE,PA,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,
Active,NEWTOWN,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WARRINGTON,PA,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,
Expired/Cancelled,UPPER CHICHESTER,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HAVERTOWN,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WAYNE,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,PHILADELPHIA,PA,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,GLEN MILLS,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,DOUGLASSVILLE,PA,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MILLVILLE,DE,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,WASHINGTON,DC,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,WASHINGTON,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,NEWTON,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WELLESLEY HILLS,MA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SOUTH DENNIS,MA,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,
Active,WESTPORT,MA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PROVIDENCE,RI,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NASHUA,NH,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Active,MEREDITH,NH,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,KEENE,NH,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WESTBROOK,ME,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,ROQUE BLUFFS,ME,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,STOWE,VT,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,
Active,AVON,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FARMINGTON,CT,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WEST HARTFORD,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WOODSTOCK,CT,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,NEW HAVEN,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,TORRINGTON,CT,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NORWALK,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,WESTPORT,CT,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,STAMFORD,CT,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,STAMFORD,CT,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FAIRFIELD,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,FORT LEE,NJ,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,PARSIPPANY,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,PARSIPPANY,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SHORT HILLS,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,UNION CITY,NJ,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,
Active,WOODBRIDGE,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,JERSEY CITY,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,JERSEY CITY,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WYCKOFF,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,TETERBORO,NJ,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FAIR HAVEN,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,PORT MONMOUTH,NJ,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CHESTER,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,SURF CITY,NJ,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,MOUNT LAUREL,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,EGG HARBOR TOWNSHIP,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,RINGOES,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,TOMS RIVER,NJ,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,
Active,EDISON,NJ,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Active,JAMESBURG,NJ,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,APO,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,APO,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ROOSEVELT ISLAND,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,NEW YORK,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW YORK,NY,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BRONX,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HARTSDALE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WHITE PLAINS,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,NEW ROCHELLE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PIERMONT,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,NEW HYDE PARK,NY,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BROOKLYN,NY,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,
Active,BROOKLYN,NY,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,FLUSHING,NY,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WOODSIDE,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,SPRINGFIELD GARDENS,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Expired/Cancelled,LOCUST VALLEY,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WESTBURY,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CORAM,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,MELVILLE,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,NESCONSET,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WEST ISLIP,NY,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,BALLSTON LAKE,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SCHENECTADY,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,HUDSON,NY,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,SYRACUSE,NY,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,UTICA,NY,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,CHENANGO BRIDGE,NY,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,
Expired/Cancelled,LOCKPORT,NY,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,
Active,BUFFALO,NY,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ROCHESTER,NY,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ALIQUNPPA,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PITTSBURGH,PA,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,PITTSBURGH,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,BUTLER,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,MEADVILLE,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,HARRISBURG,PA,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,YORK,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,LANDISVILLE,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,QUARRYVILLE,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,PENNSBURG,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,DOYLESTOWN,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,NEWTOWN,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WASHINGTON CROSSING,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
Active,WYNDMOOR,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WATERTOWN,NY,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
Active,JOHNSON CITY,NY,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Active,BUFFALO,NY,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,WEBSTER,NY,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Active,HORNELL,NY,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,
Active,BRIDGEVILLE,PA,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,PITTSBURGH,PA,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,
Active,PITTSBURGH,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,MARS,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ERIE,PA,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,
Active,HARRISBURG,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,YORK,PA,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,LEOLA,PA,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,
Active,LANCASTER,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Expired/Cancelled,CLARKS GREEN,PA,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,
Active,FOUNTAINVILLE,PA,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
Expired/Cancelled,QUAKERTOWN,PA,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,
Expired/Cancelled,ARDMORE,PA,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,
